eyeball_asym_right_voxels,lateral_rectus_shape_volume_mm3,lateral_rectus_shape_volume_voxels,lateral_rectus_asym_left_voxels,ratio_mr_to_lr,muscle_shape_volume_mm3,muscle_int_kurtosis,muscle_asym_left_voxels,muscle_shape_volume_voxels,lateral_rectus_asym_right_voxels,optic_nerve_shape_volume_voxels,fat_shape_ar_dx_dz,ratio_muscle_to_eyeball,eyeball_int_skewness,fat_int_skewness,optic_nerve_shape_volume_mm3,muscle_int_skewness,optic_nerve_int_skewness,eyeball_int_kurtosis,optic_nerve_asym_left_voxels,ratio_fat_to_muscle,eyeball_tex_contrast,eyeball_shape_volume_mm3,ratio_nerve_to_fat,optic_nerve_tex_energy,ratio_total_muscle_to_fat,optic_nerve_tex_homogeneity,eyeball_shape_volume_voxels,optic_nerve_int_kurtosis,superior_rectus_int_kurtosis
2586.0,12154.945987975225,32329.0,17231.0,0.0453772155031086,1529.096641810611,0.2970187664031982,2280.0,4067.0,15098.0,3663.0,44.5,22.226542989653943,0.2743504643440246,0.5458505749702454,1377.202114323154,0.5083706974983215,0.7494738698005676,-0.1051216125488281,1842.0,0.0328164876968267,45.54951053910845,2107.7245571650565,0.8958180484225972,0.8039074490976283,30.47248716067498,0.8480600158378128,5606.0,1.2806200981140137,-0.2325952053070068
2774.0,13509.96548566036,35933.0,17597.0,0.050510672640748,1273.0566090904176,0.4545719623565674,1833.0,3386.0,18336.0,3931.0,46.333333333333336,18.235962046974645,0.2073341906070709,-0.0419902205467224,1477.9638305772096,0.1630810350179672,-0.1448578834533691,-0.1936302185058593,2239.0,0.039466389170839,62.186480924958175,2417.153260437772,0.8495785606224335,0.8280752653371188,25.33801599308407,0.8618178542102314,6429.0,-0.0480713844299316,-0.2125217914581298
3344.0,18128.46146500669,48217.0,22710.0,0.0365223883692473,1822.7343298494816,0.4256165027618408,2776.0,4848.0,25507.0,5283.0,42.85714285714285,22.586997193638915,0.6129838228225708,0.6888500452041626,1986.2841304857284,0.5337555408477783,0.169191226363182,0.6353802680969238,3235.0,0.0414915132564384,47.25317968801146,2411.51361213997,0.8788887040425886,0.7980524079306921,24.101314257195146,0.8497310198946967,6414.0,-0.197486400604248,-0.6383786201477051
3241.0,16532.125062384825,44892.0,21977.0,0.0442617838367637,1865.259142853496,0.803692102432251,2664.0,5065.0,22915.0,3845.0,42.285714285714285,21.679846938775512,0.732434093952179,0.6054902076721191,1415.9765852461385,0.5343453884124756,0.5851901173591614,0.7166109085083008,1966.0,0.031881443130487,51.53814525403665,2598.4735462930435,0.788394504818536,0.8427564791977175,31.366208734878,0.8677858280536357,7056.0,0.4728424549102783,0.2639305591583252
4378.0,15825.605076737702,42092.0,21269.0,0.0519576166492445,2367.524355417117,-0.2957911491394043,3526.0,6297.0,20823.0,5494.0,41.71428571428572,17.197836332476435,0.6066378355026245,0.0925252884626388,2065.6151832081378,0.0441052839159965,0.2089709341526031,-0.0219032764434814,3368.0,0.0349341986434893,39.305718131003765,3510.1171005517244,0.9794972365840612,0.812472283827422,28.625245141736496,0.8573251008947887,9336.0,-0.1430439949035644,-0.5066187381744385
3719.0,10569.453517720103,28112.0,13838.0,0.0848747865680136,3096.167107229121,-0.277803897857666,2558.0,8235.0,14274.0,5470.0,32.22222222222222,21.081608120742622,0.9753329753875732,-0.2234344184398651,2056.591873290017,0.2405767440795898,0.3695600032806396,1.787791728973389,2401.0,0.0375384888303197,32.18699646152176,2814.9366280296817,0.9232067510548524,0.8384586080392991,26.63932489451477,0.8737766534939964,7487.0,0.3941507339477539,0.1767797470092773
3730.0,10437.861069571229,27762.0,13608.0,0.1002089186658021,2917.202076176181,0.3683416843414306,3764.0,7759.0,14154.0,9483.0,34.625,15.777573131094258,0.2856383323669433,0.3951181769371032,3565.38565387018,0.5692912936210632,0.1611617356538772,-0.0932035446166992,3987.0,0.0403771278677717,51.51862986182618,3470.2635859139264,1.6127551020408164,0.7464818526512336,24.766496598639456,0.7950030095161509,9230.0,-0.5797462463378906,-0.1584398746490478
2331.0,12725.678395712748,33847.0,15955.0,0.045617041392147,1387.7294578123838,0.6978089809417725,2124.0,3691.0,17892.0,3855.0,43.16666666666666,17.209025117071093,0.2104339450597763,0.387001097202301,1449.3896125350147,0.4032815396785736,0.1021437346935272,0.0609211921691894,2444.0,0.0340639224223233,53.89279463756047,2649.506770307198,0.9331880900508353,0.8248203451090352,29.35657225853304,0.8592794930274769,7047.0,-0.2763497829437256,-0.396435022354126
3226.0,12036.137397168204,32013.0,16367.0,0.0644738075156967,1858.828078955412,1.306893825531006,2410.0,4944.0,15646.0,5355.0,35.5,17.49398976982097,0.9023877382278442,0.3632799088954925,2013.354442315176,0.7988024353981018,0.5894310474395752,1.146473407745361,2956.0,0.0379816232100173,31.800535047343462,2940.1366459205747,1.0306004618937643,0.8062444304832393,26.32852193995381,0.8377279235292084,7820.0,0.4574239253997803,-0.344294786453247
4424.0,10964.227565051988,29162.0,15117.0,0.0723201426513956,2800.2731947228312,0.1131045818328857,4356.0,7448.0,14045.0,4982.0,38.125,17.634605597964377,0.389813631772995,0.2713103294372558,1873.115071980283,0.1432797759771347,0.6868626475334167,0.4718914031982422,2421.0,0.0403944938243102,39.24425182028074,2955.17552504316,0.8898017503125558,0.8582519711753474,24.75584925879621,0.8848954109072654,7860.0,1.07647705078125,-0.3689930438995361
3189.0,10357.02611063607,27547.0,14394.0,0.0543797872726612,2515.28314081952,-0.1047399044036865,1571.0,6690.0,13153.0,4146.0,38.42857142857143,22.70228048123541,0.7830207943916321,0.2397490739822387,1558.798789512366,0.0190777890384197,0.1917784065008163,0.4265577793121338,1575.0,0.0376654090438111,65.21076322904281,2093.813424697146,0.870642587148257,0.8450683197172112,26.549559008819823,0.8742764749102672,5569.0,0.5564069747924805,-0.4691624641418457
3112.0,11038.296308577992,29359.0,14407.0,0.080179842637692,2429.184660571628,0.3541524410247803,3430.0,6461.0,14952.0,4622.0,34.625,22.353395913859742,0.5952815413475037,0.4748937785625458,1737.763736443594,0.1857751607894897,0.1267386674880981,0.350186824798584,2088.0,0.0416893104754376,27.44890330226965,2042.6807399606328,0.9128974916057674,0.8227537119270272,23.9869642504444,0.8591686857849067,5433.0,0.2772505283355713,-0.2850875854492187
3480.0,13995.351215824485,37224.0,17192.0,0.0528153879217709,2273.9061936736107,-0.698714017868042,4175.0,6048.0,20032.0,4950.0,45.42857142857143,24.925111487006,0.4971495568752289,0.3384984731674194,1861.0839382745328,0.1389350146055221,0.6132217049598694,0.0309975147247314,2879.0,0.0308289324317654,54.27335725127555,2444.975525373593,0.9905943566139684,0.8301569352030185,32.4370622373424,0.8682392175105174,6503.0,0.7693808078765869,-0.1328308582305908
3363.0,11609.404009301215,30878.0,15158.0,0.0687544530086145,1507.290001725778,0.7287948131561279,2037.0,4009.0,15720.0,5477.0,45.333333333333336,16.8868778280543,0.9920905828475952,0.5180739760398865,2059.2235818039626,0.6497556567192078,0.3509070575237274,1.651539325714111,3437.0,0.0503751339764201,41.23143463541079,2741.9970023911446,0.8828175370728563,0.830401513069616,19.851063829787236,0.8639586156828984,7293.0,-0.3100042343139648,-0.4783179759979248
2977.0,12420.384665369056,33035.0,15636.0,0.0616618737702436,1822.7342169731853,1.547597885131836,2704.0,4848.0,17399.0,4285.0,47.5,21.99631614199598,0.6690813899040222,0.4826072156429291,1611.0594306373969,0.6956882476806641,0.4977269768714905,0.138066291809082,2247.0,0.0347817481463436,34.20058591565544,2245.3318365849555,0.9378419785511052,0.8552865631590932,28.750711315386297,0.8846647650917188,5972.0,1.0060772895812988,-0.4041202068328857
